track_id,timestamp_s,x_mm,y_mm,angle_deg,cam_name
29740,40.3455,116.3297,44.9662,325.2856,Cam 1
30319,40.3455,112.4465,48.5702,323.1571,Cam 1
30830,40.3455,83.6318,61.8751,305.4374,Cam 1
30966,40.3455,95.5351,51.8484,323.6733,Cam 1
31003,40.3455,87.3417,105.1524,342.2451,Cam 1
31042,40.3455,70.3972,95.0950,322.7398,Cam 1
31052,40.3455,101.2064,107.8459,280.9200,Cam 1
31095,40.3455,146.2864,14.7522,337.7801,Cam 1
31099,40.3455,80.7822,67.0682,316.4275,Cam 1
31102,40.3455,76.5044,74.1686,315.1932,Cam 1
31107,40.3455,80.1032,86.6118,211.4798,Cam 1
31108,40.3455,100.8556,43.0697,317.6514,Cam 1
31110,40.3455,78.0622,60.2584,346.5748,Cam 1
31114,40.3455,71.1395,107.7420,323.6709,Cam 1
31117,40.3455,94.1169,82.2706,248.5644,Cam 1
29160,40.4227,103.3128,101.2396,236.2898,Cam 1
30711,40.4227,116.5633,34.5638,335.2390,Cam 1
30843,40.4227,84.7892,67.7573,287.4165,Cam 1
30853,40.4227,97.0935,91.1428,258.4407,Cam 1
30951,40.4227,110.6764,98.5493,215.7032,Cam 1
30989,40.4227,124.8100,34.0293,192.8271,Cam 1
31034,40.4227,65.9664,69.1911,310.4733,Cam 1
31077,40.4227,96.2563,71.5892,267.3087,Cam 1
31087,40.4227,112.7465,45.4654,316.4468,Cam 1
31098,40.4227,81.9621,70.8166,314.9298,Cam 1
31105,40.4227,88.0173,53.9949,329.4212,Cam 1
30892,40.5000,61.6335,81.4707,286.3843,Cam 1
30997,40.5000,89.2946,54.1487,319.2501,Cam 1
31018,40.5000,107.9335,119.7229,186.2250,Cam 1
31106,40.5000,124.8837,33.8722,190.1316,Cam 1
31113,40.5000,50.5529,67.2631,327.7734,Cam 1
29194,40.5773,83.2351,113.6708,292.5386,Cam 1
30080,40.5773,107.9308,102.5668,250.8624,Cam 1
30161,40.5773,77.4071,76.7266,309.5549,Cam 1
30608,40.5773,69.3175,79.2448,292.9099,Cam 1
30870,40.5773,119.8128,93.4382,257.0661,Cam 1
31014,40.5773,102.6740,96.1306,245.2997,Cam 1
31080,40.5773,149.3250,10.8980,287.9816,Cam 1
31104,40.5773,62.1385,95.0859,274.1757,Cam 1
30550,40.6545,61.4695,75.8349,314.4906,Cam 1
31044,40.6545,64.5202,102.0409,250.6969,Cam 1
31072,40.6545,73.9523,61.8041,314.8985,Cam 1
31101,40.6545,103.2937,55.9064,293.7108,Cam 1
30995,40.7318,108.4297,106.5328,247.0348,Cam 1
31103,40.7318,103.4213,100.7913,237.0733,Cam 1
