track_id,timestamp_s,x_mm,y_mm,angle_deg,cam_name
30264,40.0273,68.3221,106.3331,332.1260,Cam 1
30317,40.0273,82.8210,98.3352,305.9735,Cam 1
30322,40.0273,48.1781,76.6185,348.9666,Cam 1
30408,40.0273,66.9836,80.9247,292.5854,Cam 1
30430,40.0273,72.2908,89.5828,283.7289,Cam 1
30432,40.0273,72.9506,56.9891,302.9282,Cam 1
30436,40.0273,75.3719,63.0994,321.5111,Cam 1
30454,40.0273,152.2722,10.5404,217.8312,Cam 1
30458,40.0273,123.7676,29.0397,334.4683,Cam 1
30478,40.0273,52.7056,79.3786,316.0380,Cam 1
30479,40.0273,69.3294,71.9017,325.4792,Cam 1
30480,40.0273,97.0489,57.8693,293.5940,Cam 1
30484,40.0273,73.6526,86.1623,289.5343,Cam 1
30486,40.0273,65.3123,86.9054,286.5736,Cam 1
30487,40.0273,59.9653,69.4096,299.4181,Cam 1
30488,40.0273,60.3644,82.0021,333.8008,Cam 1
30489,40.0273,87.8954,49.1590,324.9740,Cam 1
30491,40.0273,119.5859,33.5674,325.0153,Cam 1
29457,40.1045,81.1278,126.0385,321.7519,Cam 1
30410,40.1045,105.1968,55.9241,298.3765,Cam 1
30438,40.1045,84.8957,79.1140,261.1839,Cam 1
30475,40.1045,116.7533,96.6473,265.3230,Cam 1
30477,40.1045,82.1645,85.0509,281.8410,Cam 1
30482,40.1045,128.2666,27.2804,332.5304,Cam 1
30485,40.1045,60.1726,75.3774,306.4876,Cam 1
30492,40.1045,57.9249,69.6838,255.8078,Cam 1
30351,40.1818,86.4367,103.6816,244.9675,Cam 1
30383,40.1818,111.2800,40.6003,320.2326,Cam 1
30401,40.1818,86.7437,69.0449,273.8859,Cam 1
30418,40.1818,104.8506,94.2001,252.6941,Cam 1
30424,40.1818,47.1000,75.5814,221.0388,Cam 1
30446,40.1818,93.6249,50.0260,322.1377,Cam 1
30451,40.1818,79.1449,75.2084,255.2461,Cam 1
30474,40.1818,89.8891,95.8918,296.5482,Cam 1
30481,40.1818,62.4912,75.9810,339.4046,Cam 1
30490,40.1818,127.5622,112.3664,232.5504,Cam 1
30162,40.2591,62.4546,98.7284,358.6803,Cam 1
