track_id,timestamp_s,x_mm,y_mm,angle_deg,cam_name
37676,40.0000,110.2133,83.2013,358.0846,Cam 1
37927,40.0000,72.2219,107.3546,301.8740,Cam 1
38334,40.0000,102.7173,101.2875,311.9233,Cam 1
38416,40.0000,101.4674,58.3572,238.3926,Cam 1
38443,40.0000,110.7354,110.5522,277.8459,Cam 1
38444,40.0000,77.7293,104.5677,254.5940,Cam 1
38447,40.0000,85.9026,106.1063,238.5874,Cam 1
38488,40.0000,108.8400,89.1988,238.2797,Cam 1
38492,40.0000,76.4851,76.4849,276.2079,Cam 1
38495,40.0000,74.0823,110.5821,258.7743,Cam 1
38507,40.0000,102.1406,122.4595,236.0522,Cam 1
38518,40.0000,70.7385,97.4790,283.3614,Cam 1
38547,40.0000,99.1469,75.2233,251.9992,Cam 1
38550,40.0000,125.9658,111.2612,181.9377,Cam 1
38563,40.0000,110.5430,106.3059,273.5839,Cam 1
38566,40.0000,93.5208,130.1297,188.7027,Cam 1
38573,40.0000,115.6238,37.6518,332.5474,Cam 1
38576,40.0000,101.5754,99.4396,231.8273,Cam 1
38577,40.0000,63.6590,68.8922,191.9345,Cam 1
38155,40.0773,95.5092,68.8114,266.6980,Cam 1
38383,40.0773,85.8422,57.9600,311.6747,Cam 1
38545,40.0773,64.7653,88.5753,251.1424,Cam 1
38558,40.0773,103.9276,123.6660,258.5712,Cam 1
38570,40.0773,80.1931,126.9426,236.3740,Cam 1
38574,40.0773,120.1635,117.0309,341.4082,Cam 1
37769,40.1545,101.8827,101.9950,310.5776,Cam 1
38420,40.1545,78.2681,113.8312,243.5491,Cam 1
38469,40.1545,112.7667,110.0091,267.7138,Cam 1
38511,40.1545,75.7518,62.0775,314.5494,Cam 1
38526,40.1545,118.2444,112.7214,227.7755,Cam 1
38560,40.1545,81.0531,77.1848,295.4909,Cam 1
38568,40.1545,116.5628,112.9438,214.4699,Cam 1
38578,40.1545,97.7482,66.4070,259.5815,Cam 1
37783,40.2318,52.3860,84.0731,324.2169,Cam 1
38293,40.2318,123.4032,112.2010,263.6567,Cam 1
38331,40.2318,73.3546,103.3918,272.3138,Cam 1
38386,40.2318,94.8116,115.4580,206.1099,Cam 1
38440,40.2318,86.3682,109.9762,248.4550,Cam 1
38501,40.2318,109.2110,37.1425,335.5718,Cam 1
38539,40.2318,75.6064,94.5906,272.3162,Cam 1
38561,40.2318,89.8692,109.0443,245.4229,Cam 1
38565,40.2318,91.2304,118.0876,228.9884,Cam 1
38567,40.2318,112.3012,39.0859,319.3105,Cam 1
38228,40.3091,114.6832,118.6810,268.6467,Cam 1
37305,40.3864,114.4327,117.7708,263.1512,Cam 1
38242,40.3864,87.4876,82.6257,242.5687,Cam 1
38260,40.3864,86.5132,128.6931,255.3183,Cam 1
38437,40.3864,107.3342,76.4369,236.5828,Cam 1
38522,40.3864,64.6713,90.9488,278.0876,Cam 1
38538,40.3864,88.5134,89.4538,182.9976,Cam 1
38571,40.3864,48.1183,75.3589,313.4850,Cam 1
38572,40.3864,78.8670,94.2582,232.1536,Cam 1
38056,40.4636,88.1918,100.1070,269.3861,Cam 1
38206,40.4636,100.3697,90.5422,238.0381,Cam 1
38446,40.4636,61.8484,83.1126,258.2611,Cam 1
38575,40.4636,114.9281,101.5353,348.8623,Cam 1
26816,40.6955,111.3977,68.7587,248.5721,Cam 1
30803,40.6955,117.5952,88.6356,240.1435,Cam 1
31972,40.5409,117.4855,108.4343,242.0440,Cam 1
32969,40.6955,129.5704,106.6921,234.9713,Cam 1
33068,40.6955,101.1719,111.6121,236.8461,Cam 1
33137,40.6955,104.5735,106.7910,317.7654,Cam 1
33142,40.6955,84.6619,117.5848,341.4640,Cam 1
34273,40.6955,108.7467,111.0320,287.5290,Cam 1
35407,40.6182,113.6113,31.5001,287.3586,Cam 1
36138,40.6955,52.7149,73.7972,316.1649,Cam 1
36720,40.6182,120.7663,105.8001,243.8283,Cam 1
36777,40.6182,135.5142,27.7380,316.9916,Cam 1
36840,40.6955,114.3764,87.8155,244.3617,Cam 1
37118,40.6955,99.4481,91.7130,224.5480,Cam 1
37221,40.6955,105.5948,66.4718,247.7258,Cam 1
37261,40.6955,94.6840,107.2367,238.3862,Cam 1
37303,40.6182,67.4884,101.6543,260.5602,Cam 1
37392,40.6955,60.6659,93.5959,319.5807,Cam 1
37782,40.6955,113.0724,81.1332,236.6682,Cam 1
37789,40.6955,69.9415,74.9988,294.9515,Cam 1
37855,40.6955,134.4657,29.3352,313.8478,Cam 1
37869,40.6955,112.6938,114.4100,268.0869,Cam 1
37941,40.6955,80.3136,134.3936,245.0689,Cam 1
37998,40.6955,78.6683,87.3551,270.9450,Cam 1
38012,40.6955,47.1517,71.2813,314.1643,Cam 1
38027,40.6955,96.1193,79.1515,257.3270,Cam 1
38038,40.6955,112.4857,44.4913,331.3911,Cam 1
38090,40.6182,79.9920,120.6848,225.3952,Cam 1
38102,40.6955,125.9343,94.8607,236.3530,Cam 1
38133,40.6955,54.8071,87.1159,305.8794,Cam 1
38179,40.6955,97.0077,127.2548,267.0113,Cam 1
38200,40.6955,94.6574,85.9312,248.1987,Cam 1
38217,40.6955,100.0224,129.3382,336.3416,Cam 1
38221,40.6955,144.3479,29.7011,343.4549,Cam 1
38239,40.6955,83.9734,99.8164,225.6437,Cam 1
38305,40.6955,109.7199,121.0991,228.5108,Cam 1
38317,40.6955,108.2795,116.2748,284.5554,Cam 1
38321,40.6182,108.5340,82.7885,359.0166,Cam 1
38362,40.6955,106.4454,123.5857,250.9107,Cam 1
38407,40.6955,99.5460,91.2834,210.1761,Cam 1
38429,40.6955,101.0713,94.3192,244.9055,Cam 1
38432,40.6955,69.3629,86.9807,316.5732,Cam 1
38433,40.6955,102.2900,78.2470,255.1008,Cam 1
38445,40.6182,91.4030,77.6013,255.7575,Cam 1
38454,40.6955,122.9474,25.9064,296.8239,Cam 1
38462,40.6955,55.3751,74.9505,309.9733,Cam 1
38474,40.6955,61.1406,100.2290,258.9494,Cam 1
38483,40.6955,67.2665,109.6398,236.1276,Cam 1
